Name,RuleId,ExtraId,Control Name,Registry Key,Registry Value,Registry Value Type,CSP Name,CSP Path,CSP Value Type,Default Value,Allowed Value,Expected Value,Severity,Applicability,Scenario,Validation,Category
FirewallPublicProfileDisplayNotification,f34e3441-5977-432b-899b-119fc66e1b08,CCE-38043-6,Windows Firewall: Public: Settings: Display a notification,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,DisableNotifications,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile"" -Name ""DisableNotifications""",Registry
FirewallPublicProfileInboundConnection,d33c1242-a351-4a00-8a0c-0b50f44441ef,AZ-WIN-202234,Windows Firewall: Public: Inbound connections,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,DefaultInboundAction,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile"" -Name ""DefaultInboundAction""",Registry
FirewallPublicProfileLogDroppedPackets,4ef05db7-7bdc-4a89-b488-31893914e994,AZ-WIN-202237,Windows Firewall: Public: Logging: Log dropped packets,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogDroppedPackets,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging"" -Name ""LogDroppedPackets""",Registry
FirewallPublicProfileLogFileMaxSize,8c115a38-7ea4-4aa8-9115-c78e31bdb411,AZ-WIN-202236,Windows Firewall: Public: Logging: Size limit (KB),HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogFileSize,REG_DWORD,,,,16384,"Range(16384, )","Range(16384, )",Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging"" -Name ""LogFileSize""",Registry
FirewallPublicProfileLogFileName,2614f6be-da8e-4dbc-89d9-7ba4d63564c7,AZ-WIN-202235,Windows Firewall: Public: Logging: Name,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogFilePath,REG_SZ,,,,%SystemRoot%\System32\logfiles\firewall\publicfw.log,,Contains('.log'),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging"" -Name ""LogFilePath""",Registry
FirewallPublicProfileLogSuccessfulConnections,2f38577d-b711-4eb3-bdc8-b423fc013ed2,AZ-WIN-202233,Windows Firewall: Public: Logging: Log successful connections,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogSuccessfulConnections,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging"" -Name ""LogSuccessfulConnections""",Registry
FirewallPublicProfileOutboundConnection,753e721c-be46-47f4-9571-8509ca5c1e61,CCE-37434-8,Windows Firewall: Public: Outbound connections,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,DefaultOutboundAction,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile"" -Name ""DefaultOutboundAction""",Registry
FirewallPublicProfileState,5e33a15a-7db0-4a1d-b771-db3764f3a625,CCE-37862-0,Windows Firewall: Public: Firewall state,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,EnableFirewall,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile"" -Name ""EnableFirewall""",Registry
FirewallPublicProfileUnicastResponse,b72cc850-f180-4479-abce-2b72815afead,AZ-WIN-00090,Windows Firewall: Public: Allow unicast response,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,DisableUnicastResponsesToMulticastBroadcast,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile"" -Name ""DisableUnicastResponsesToMulticastBroadcast""",Registry
ForceAuditPolicySubcategorySettingsToOverrideAuditPolicyCategorySettings,0179cc92-ef40-40b9-9aaa-41aaf3f9f355,CCE-37850-5,Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,SCENoApplyLegacyAuditPolicy,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/Audit_ForceAuditPolicySubcategorySettingsToOverrideAuditPolicyCategorySettings,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
GroupPolicyDisableBackgroundPolicy,589fad5b-4d43-4f88-92d4-33af8dba19d6,CCE-14437-8,Turn off background refresh of Group Policy,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,DisableBkGndGroupPolicy,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System"" -Name ""DisableBkGndGroupPolicy""",Registry
GroupPolicyEnableCDP,e588914e-fbb8-4926-9ccf-8ea781b07610,AZ-WIN-00170,Continue experiences on this device,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,EnableCdp,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\System"" -Name ""EnableCdp""",Registry
GroupPolicyNoBackgroundPolicy,99cd4fc9-bcf1-4def-8ce6-5a3c4ea8f8c9,CCE-36169-1,Configure registry policy processing: Do not apply during periodic background processing,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2},NoBackgroundPolicy,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2}"" -Name ""NoBackgroundPolicy""",Registry
GroupPolicyNoGPOListChanges,b2e8d5f9-3d4e-4b8b-b6a1-ddcd60f437b9,CCE-36169-1a,Configure registry policy processing: Process even if the Group Policy objects have not changed,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2},NoGPOListChanges,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2}"" -Name ""NoGPOListChanges""",Registry
ICMNC_ExitOnISP,0571e435-5c84-48bb-b1c9-6e7eae13715a,CCE-37163-3,Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Internet Connection Wizard,ExitOnMSICW,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\Internet Connection Wizard"" -Name ""ExitOnMSICW""",Registry
ImpersonateClient,8718a173-58d6-42ab-a37d-0819c398b5f5,AZ-WIN-73785,Impersonate a client after authentication,,,,./Vendor/MSFT/Policy,Config/UserRights/ImpersonateClient,String,"*S-1-5-32-544,*S-1-5-6,*S-1-5-19,*S-1-5-20",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-6', '*S-1-5-19', '*S-1-5-20')",Important,Azure Local Member Server (domain joined),Security Baseline,,Security Policy
IPSourceRoutingProtectionLevel,276603c5-bd48-407a-949f-6dbbb5b3f61d,AZ-WIN-202244,MSS: (DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing),HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters,DisableIPSourceRouting,REG_DWORD,,,,2,"Range(0, 2)",Equals(2),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters"" -Name ""DisableIPSourceRouting""",Registry
IPv6SourceRoutingProtectionLevel,d0b4769e-bbfa-4fe0-b6e8-1fd4977d76dd,AZ-WIN-202213,MSS: (DisableIPSourceRouting IPv6) IP source routing protection level (protects against packet spoofing),HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip6\Parameters,DisableIPSourceRouting,REG_DWORD,,,,2,"Range(0, 2)",Equals(2),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip6\Parameters"" -Name ""DisableIPSourceRouting""",Registry
KDCHashAlgorithms,24ab9971-c389-4e3e-8f52-25f9e0f4adc3,,Configure hash algorithms for certificate logon (KDC),HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters,PKINITHashAlgorithmConfigurationEnabled,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters"" -Name ""PKINITHashAlgorithmConfigurationEnabled""",Registry
KDCHashAlgorithmsSHA1,,,Configure hash algorithms for certificate logon (KDC) - SHA1,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters,PKINITSHA1,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters"" -Name ""PKINITSHA1""",Registry
KDCHashAlgorithmsSHA256,0c77df23-ca8c-4d13-a54e-a28df51ed2da,,Configure hash algorithms for certificate logon (KDC) - SHA256,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters,PKINITSHA256,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters"" -Name ""PKINITSHA256""",Registry
KDCHashAlgorithmsSHA384,1accbbbf-bf49-41a4-8d9f-252b333f713e,,Configure hash algorithms for certificate logon (KDC) - SHA384,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters,PKINITSHA384,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters"" -Name ""PKINITSHA384""",Registry
KDCHashAlgorithmsSHA512,47633292-70b7-45d0-bfdb-da22c055995d,,Configure hash algorithms for certificate logon (KDC) - SHA512,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters,PKINITSHA512,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters"" -Name ""PKINITSHA512""",Registry
KerberosHashAlgorithms,a1d01829-8c6f-4893-bb3e-24576b732d8d,,Configure hash algorithms for certificate logon (Kerberos),HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters,PKInitHashAlgorithmConfigurationEnabled,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters"" -Name ""PKInitHashAlgorithmConfigurationEnabled""",Registry
KerberosHashAlgorithmsSHA1,,,Configure hash algorithms for certificate logon (Kerberos) - SHA1,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters,PKInitSHA1,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters"" -Name ""PKInitSHA1""",Registry
KerberosHashAlgorithmsSHA256,69ff2b46-1855-4826-967c-4a5e6fbca4ad,,Configure hash algorithms for certificate logon (Kerberos) - SHA256,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters,PKInitSHA256,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters"" -Name ""PKInitSHA256""",Registry
KerberosHashAlgorithmsSHA384,1b7c5b95-1988-4a94-b295-ad1b2a4b92f3,,Configure hash algorithms for certificate logon (Kerberos) - SHA384,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters,PKInitSHA384,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters"" -Name ""PKInitSHA384""",Registry
KerberosHashAlgorithmsSHA512,970cd4ee-92ba-4c3c-b67b-06f19ecd544c,,Configure hash algorithms for certificate logon (Kerberos) - SHA512,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters,PKInitSHA512,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Important,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters"" -Name ""PKInitSHA512""",Registry
LANManagerAuthenticationLevel,315cc7e3-7252-47ce-af2f-9abf243fac16,CCE-36173-3,Network security: LAN Manager authentication level,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,LmCompatibilityLevel,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/NetworkSecurity_LANManagerAuthenticationLevel,Integer,5,"Range(0, 5)",Equals(5),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
LanmanWorkstationEnableInsecureGuestLogons,09ed81b2-8dba-4009-84f9-dcfd6009ed0d,AZ-WIN-00171,Enable insecure guest logons,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation,AllowInsecureGuestAuth,REG_DWORD,./Vendor/MSFT/Policy,Config/LanmanWorkstation/EnableInsecureGuestLogons,Integer,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,,Registry
LDAPClientSigningRequirements,4ff2ed85-48d7-4e38-bdb8-6c7df3286882,CCE-36858-9,Network security: LDAP client signing requirements,HKLM:\SYSTEM\CurrentControlSet\Services\LDAP,LDAPClientIntegrity,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/NetworkSecurity_LDAPClientSigningRequirements,Integer,1,"Range(0, 2)","Range(1, 2)",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
LetEveryonePermissionsApplyToAnonymousUsers,f97fe90f-c009-4139-8562-9893e9c49b44,CCE-36148-5,Network access: Let Everyone permissions apply to anonymous users,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,EveryoneIncludesAnonymous,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/NetworkAccess_LetEveryonePermissionsApplyToAnonymousUsers,Integer,0,"Range(0, 1)","OneOf(Equals(0), Equals(null))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
LimitLocalAccountUseOfBlankPasswordsToConsoleLogonOnly,3715ec67-6cd4-49c0-8c82-27001a0e332b,CCE-37615-2,Accounts: Limit local account use of blank passwords to console logon only,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,LimitBlankPasswordUse,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/Accounts_LimitLocalAccountUseOfBlankPasswordsToConsoleLogonOnly,Integer,1,"Range(0, 1)","OneOf(Equals(1), Equals(null))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
LogOnAsBatchJob,,,Log on as a batch job,,,,./Vendor/MSFT/Policy,Config/UserRights/LogOnAsBatchJob,String,"*S-1-5-32-544,*S-1-5-32-551,*S-1-5-32-559",,"ContainsExactly('*S-1-5-32-544', '*S-1-5-32-551', '*S-1-5-32-559')",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Policy
LogOnAsService,,,Log on as a service,,,,./Vendor/MSFT/Policy,Config/UserRights/LogOnAsService,String,"*S-1-5-80-0,*S-1-5-83-0,*S-1-5-32-544",,"ContainsExactly('*S-1-5-80-0', '*S-1-5-83-0', '*S-1-5-32-544')",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Policy
LogonBlockUserFromShowingAccountDetailsOnSignin,cac31d47-c8ea-440f-af85-7697f483b21e,AZ-WIN-00138,Block user from showing account details on sign-in,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,BlockUserFromShowingAccountDetailsOnSignin,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\System"" -Name ""BlockUserFromShowingAccountDetailsOnSignin""",Registry
LogonDontEnumerateConnectedUsers,4a1c7313-02f4-46a3-a16f-5b4a12db44e4,AZ-WIN-202216,Do not enumerate connected users on domain-joined computers,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,DontEnumerateConnectedUsers,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\System"" -Name ""DontEnumerateConnectedUsers""",Registry
LSAPPLProtection,34e23115-599c-4ef8-bfa8-40867a6e181f,,Enable LSA PPL Protection,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,RunAsPPL,REG_DWORD,,,,2,"Range(0, 2)","Range(1, 2)",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa"" -Name ""RunAsPPL""",Registry
MachineInactivityLimit,691b418f-e20e-4d4a-b084-3b7563f38879,AZ-WIN-73645,Interactive logon: Machine inactivity limit,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,InactivityTimeoutSecs,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/InteractiveLogon_MachineInactivityLimit,Integer,900,"Range(0, 900)","Range(1, 900)",Important,Azure Local Member Server (domain joined),Security Baseline,,Security Options
MaximumMachineAccountPasswordAge,e30d6758-fb3c-4e9d-8493-f717cd504cf4,CCE-37431-4,Domain member: Maximum machine account password age,HKLM:\SYSTEM\CurrentControlSet\Services\NetLogon\Parameters,MaximumPasswordAge,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/DomainMember_MaximumMachineAccountPasswordAge,Integer,30,"Range(30, 10000)",Equals(30),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
MessageTextUserLogon,36f1578b-8702-488a-b213-6e30963e8958,AZ-WIN-202253,Interactive logon: Message text for users attempting to log on,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,LegalNoticeText,REG_SZ,,,,,,"Not(OneOf(Equals(''), Equals(null)))",Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System"" -Name ""LegalNoticeText""",Registry
MessageTextUserLogonTitle,80cb1237-8de9-4124-b6bc-b077e67f2557,AZ-WIN-20225,Interactive logon: Message title for users attempting to log on,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,LegalNoticeCaption,REG_SZ,,,,,,"Not(OneOf(Equals(''), Equals(null)))",Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System"" -Name ""LegalNoticeCaption""",Registry
MinimumSessionSecurityForNTLMSSPBasedClients,2a074d39-eee4-4bfe-b1e7-4132c033a762,CCE-37553-5,Network security: Minimum session security for NTLM SSP based (including secure RPC) clients,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0,NTLMMinClientSec,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedClients,Integer,537395200,,Equals(537395200),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
MinimumSessionSecurityForNTLMSSPBasedServers,6ed9ad58-c9de-4a8b-9512-8fe5421ac8a7,CCE-37835-6,Network security: Minimum session security for NTLM SSP based (including secure RPC) servers,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0,NTLMMinServerSec,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedServers,Integer,537395200,,Equals(537395200),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
MinimumSMBClientVersion,aae23f28-7b46-4fc6-9d81-dcf241d18820,,Mandate the minimum version of SMB Client,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation,MinSmb2Dialect,REG_DWORD,,,,768,"OneOf(Equals(514),Equals(528),Equals(768),Equals(770),Equals(785))","OneOf(Equals(768),Equals(770),Equals(785))",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation"" -Name ""MinSmb2Dialect""",Registry
MinimumSMBServerVersion,9b09c1d5-0361-4add-9d5c-e6929e93c646,,Mandate the minimum version of SMB Server,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanServer,MinSmb2Dialect,REG_DWORD,,,,768,"OneOf(Equals(514),Equals(528),Equals(768),Equals(770),Equals(785))","OneOf(Equals(768),Equals(770),Equals(785))",Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanServer"" -Name ""MinSmb2Dialect""",Registry
MitigationOptionsFontBlocking,,,WindowsNT MitigationOptions MitigationOptions FontBocking,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\MitigationOptions,MitigationOptions_FontBocking,REG_SZ,,,,1000000000000,"OneOf(Equals('0'), Equals('1000000000000'))",Equals('1000000000000'),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\MitigationOptions"" -Name ""MitigationOptions_FontBocking""",Registry
NetBTNodeTypeConfiguration,d1a15c43-08e0-4d7f-a3f1-e8253fa2083e,AZ-WIN-202211,NetBT NodeType configuration,HKLM:\SYSTEM\CurrentControlSet\Services\NetBT\Parameters,NodeType,REG_DWORD,,,,2,"Range(1, 2)",Equals(2),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Services\NetBT\Parameters"" -Name ""NodeType""",Registry
NetworkConnectionsNC_ShowSharedAccessUI,4b2ea54f-7c16-4490-8687-cc52c3135b7e,AZ-WIN-00172,Prohibit use of Internet Connection Sharing on your DNS domain network,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Network Connections,NC_ShowSharedAccessUI,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\Network Connections"" -Name ""NC_ShowSharedAccessUI""",Registry
NetworkProviderHardenedPathsNETLOGON,d74f926c-8ee5-4f06-8c59-2871197d8f41,AZ-WIN-202250,Hardened UNC Paths - NETLOGON,HKLM:\SOFTWARE\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths,\\*\NETLOGON,REG_SZ,,,,"RequireMutualAuthentication=1, RequireIntegrity=1","ContainsAtMost('RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1')","OneOf(Equals('RequireMutualAuthentication=1, RequireIntegrity=1'),Equals('RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1'))",Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths"" -Name ""\\*\NETLOGON""",Registry
NetworkProviderHardenedPathsSYSVOL,da9fef3f-5a75-43e0-aa0a-d1d8c23af706,AZ-WIN-202251,Hardened UNC Paths - SYSVOL,HKLM:\SOFTWARE\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths,\\*\SYSVOL,REG_SZ,,,,"RequireMutualAuthentication=1, RequireIntegrity=1","ContainsAtMost('RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1')","OneOf(Equals('RequireMutualAuthentication=1, RequireIntegrity=1'),Equals('RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1'))",Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths"" -Name ""\\*\SYSVOL""",Registry
NetworkSecurityForceLogoffWhenLogonHoursExpire,,,Network security: Force logoff when logon hours expire,,,,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/NetworkSecurity_ForceLogoffWhenLogonHoursExpire,Integer,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,,Security Policy
OnlyElevateUIAccessApplicationsThatAreInstalledInSecureLocations,600ea254-773b-43b5-be89-ca8221e96279,CCE-37057-7,User Account Control: Only elevate UIAccess applications that are installed in secure locations,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,EnableSecureUIAPaths,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/UserAccountControl_OnlyElevateUIAccessApplicationsThatAreInstalledInSecureLocations,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
OverrideMinimumEnabledDTLSVersionClient,,,Override Minimum Enabled DTLS Version Client,,,,./Vendor/MSFT/Policy,Config/Cryptography/OverrideMinimumEnabledDTLSVersionClient,String,1.2,"OneOf(Equals('1.0'),Equals('1.1'),Equals('1.2'))",Equals('1.2'),Important,Azure Local Member Server (domain joined),Security Baseline,,Registry
